,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
2676,580.33.00,−230.59.00,2222.35.00,−990.33.00,−508.10.00,mustard silt,391.09.00,1123.55.00,6038.27.00,−90119.34.00,FALSE,FALSE,1272.15.00
2677,1170.55.00,120.02.00,2101.07.00,−1494.02.00,264.04.00,old-fashioned silt,−898.38.00,1014.22.00,5801.01.00,−89462.46.00,TRUE,FALSE,−917.21.00
2678,38.52.00,200.15.00,1799.59.00,−1714.20.00,773.41.00,mustard silt,−455.34.00,723.02.00,5757.43.00,−90839.58.00,TRUE,FALSE,−1038.19.00
2679,249.00.00,−334.01.00,1854.48.00,−972.43.00,−734.50.00,mustard silt,1539.41.00,−1416.34.00,6161.45.00,−89505.52.00,FALSE,FALSE,334.30.00
2680,588.17.00,1221.11.00,1465.34.00,−1490.14.00,1020.57.00,mustard silt,1593.03.00,804.00.00,6856.59.00,−90066.47.00,TRUE,FALSE,−1217.31.00
2681,718.54.00,544.18.00,1564.28.00,−322.08.00,1197.27.00,silt med onions,412.43.00,−1413.58.00,5476.29.00,−89814.57.00,TRUE,FALSE,−467.41.00
2682,589.23.00,1186.28.00,2482.20.00,−1257.41.00,944.34.00,mustard silt,−903.02.00,−428.23.00,6371.26.00,−90506.44.00,TRUE,FALSE,−1487.09.00
2683,1225.03.00,−640.21.00,2075.05.00,−1481.55.00,−76.14.00,surströmming,−548.36.00,1013.17.00,7131.52.00,−89727.24.00,FALSE,FALSE,110.41.00
2684,1100.30.00,−1268.24.00,2355.01.00,−161.22.00,−1124.48.00,surströmming,−249.34.00,1432.04.00,6193.32.00,−89341.40.00,TRUE,FALSE,685.49.00
2685,983.30.00,−680.07.00,2136.11.00,−1511.08.00,−1496.15.00,silt med schnapps,−1163.06.00,986.33.00,7077.46.00,−90610.38.00,TRUE,FALSE,1388.44.00
2686,337.47.00,−448.38.00,1474.17.00,−769.31.00,−986.59.00,surströmming,1043.28.00,322.55.00,5757.59.00,−89640.46.00,TRUE,FALSE,419.34.00
2687,135.38.00,−297.49.00,2261.03.00,−1296.20.00,−988.20.00,surströmming,319.02.00,−41.11.00,5931.56.00,−90209.40.00,FALSE,FALSE,699.48.00
2688,463.50.00,−668.02.00,2007.10.00,−431.16.00,−1469.40.00,surströmming,957.03.00,−286.05.00,5742.31.00,−89392.41.00,TRUE,FALSE,325.56.00
2689,814.18.00,406.56.00,2179.53.00,−1395.05.00,895.16.00,mustard silt,1156.41.00,−432.00.00,7018.31.00,−89294.24.00,TRUE,FALSE,−386.49.00
2690,1564.08.00,−1425.35.00,2612.09.00,−429.53.00,−138.05.00,surströmming,−1144.12.00,−1354.52.00,6259.23.00,−90427.53.00,TRUE,FALSE,676.31.00
2691,927.39.00,−1134.37.00,1877.19.00,−1280.52.00,−830.30.00,mustard silt,505.19.00,−208.44.00,6021.41.00,−89718.41.00,FALSE,FALSE,964.58.00
2692,774.23.00,−963.25.00,1788.15.00,−219.55.00,−453.51.00,surströmming,1092.54.00,49.26.00,5497.17.00,−90306.32.00,TRUE,FALSE,753.04.00
2693,59.57.00,−1222.56.00,2657.56.00,−888.59.00,−1024.47.00,mexicansk silt,1176.19.00,−69.00.00,6567.19.00,−90847.45.00,FALSE,FALSE,445.02.00
2694,635.33.00,−713.08.00,1175.28.00,−1378.44.00,−569.31.00,surströmming,1527.07.00,−513.45.00,5743.01.00,−89739.43.00,FALSE,FALSE,1000.17.00
2695,789.28.00,−621.36.00,2179.10.00,−1184.43.00,−1367.31.00,curry silt,418.24.00,178.03.00,6158.22.00,−89804.39.00,FALSE,FALSE,36.40.00
2696,1008.12.00,−1110.22.00,1961.49.00,−1368.55.00,−777.08.00,surströmming,−1336.07.00,−402.55.00,6927.35.00,−89486.29.00,FALSE,FALSE,870.55.00
2697,422.27.00,−513.05.00,2410.33.00,−1200.39.00,−1128.47.00,old-fashioned silt,−170.42.00,668.07.00,5719.46.00,−90065.27.00,FALSE,FALSE,124.31.00
2698,853.33.00,−723.45.00,2500.44.00,−228.02.00,−1592.16.00,surströmming,−578.28.00,−27.36.00,6950.30.00,−90163.55.00,TRUE,FALSE,70.41.00
2699,1135.36.00,−1138.58.00,2027.22.00,−1625.02.00,−1506.21.00,surströmming,1398.20.00,465.21.00,6107.17.00,−89987.18.00,FALSE,FALSE,610.42.00
2700,1112.58.00,−425.32.00,1904.55.00,−1576.33.00,−1269.17.00,surströmming,−385.22.00,1008.35.00,5945.15.00,−89989.51.00,TRUE,FALSE,1083.23.00
2701,192.18.00,1550.49.00,1754.27.00,−1465.38.00,80.27.00,mustard silt,124.57.00,−917.07.00,5740.08.00,−90347.41.00,TRUE,FALSE,−884.33.00
2702,233.49.00,−539.50.00,1281.34.00,−402.23.00,−1187.38.00,surströmming,201.47.00,39.58.00,6687.06.00,−90365.46.00,TRUE,FALSE,121.56.00
2703,174.54.00,−1537.38.00,2570.03.00,−1328.13.00,−384.35.00,surströmming,663.50.00,−1073.00.00,6623.56.00,−89870.13.00,FALSE,FALSE,1151.35.00
2704,1245.25.00,−1338.45.00,2301.32.00,−1376.21.00,−1279.35.00,surströmming,−491.54.00,−67.33.00,5788.50.00,−90699.06.00,FALSE,FALSE,1241.39.00
2705,666.31.00,−887.40.00,2106.54.00,−1465.51.00,−287.12.00,surströmming,197.18.00,−339.54.00,5735.38.00,−89436.02.00,TRUE,FALSE,515.52.00
2706,805.20.00,−970.20.00,2636.21.00,−1610.18.00,−469.03.00,silt med schnapps,286.35.00,1386.12.00,5816.35.00,−90341.52.00,TRUE,FALSE,1058.47.00
2707,639.12.00,−321.54.00,1608.13.00,−1023.49.00,−1041.18.00,curry silt,−1010.16.00,−518.09.00,6709.02.00,−90238.21.00,FALSE,FALSE,1399.23.00
2708,−662.15.00,722.16.00,2149.34.00,−350.33.00,256.27.00,mustard silt,−1165.30.00,120.02.00,6440.18.00,−89715.01.00,TRUE,FALSE,−939.39.00
2709,107.41.00,263.20.00,2412.25.00,−1619.59.00,912.28.00,mustard silt,−982.29.00,−1223.33.00,6656.46.00,−89272.55.00,TRUE,FALSE,−622.28.00
2710,1623.26.00,−1588.43.00,1452.05.00,−331.25.00,−496.59.00,surströmming,−619.11.00,−614.01.00,5886.38.00,−90628.25.00,TRUE,FALSE,1395.26.00
2711,255.19.00,1473.04.00,2527.32.00,−1392.15.00,1575.05.00,mustard silt,710.11.00,1173.30.00,5594.24.00,−89796.04.00,TRUE,FALSE,−1511.09.00
2712,1117.54.00,794.32.00,2018.09.00,−1432.11.00,82.18.00,mustard silt,−878.43.00,−814.04.00,7042.54.00,−89202.12.00,TRUE,FALSE,−278.27.00
2713,285.53.00,−315.16.00,2054.24.00,−1746.20.00,−693.35.00,silt med schnapps,−431.01.00,316.46.00,6028.48.00,−90841.22.00,TRUE,FALSE,1445.38.00
2714,1228.28.00,19.34,2336.46.00,−412.19.00,43.03.00,curry silt,833.57.00,1572.47.00,6785.52.00,−89450.09.00,TRUE,FALSE,−1253.53.00
2715,1348.45.00,−1190.31.00,1305.31.00,−1116.27.00,−953.28.00,old-fashioned silt,1624.04.00,677.53.00,7045.00.00,−90538.40.00,FALSE,FALSE,80.40.00
2716,1404.33.00,200.04.00,1697.39.00,−1658.47.00,440.09.00,curry silt,−16.40.00,−76.03.00,5522.58.00,−89528.32.00,TRUE,FALSE,−1097.29.00
2717,843.56.00,−1087.46.00,2160.48.00,−1353.36.00,−727.26.00,surströmming,694.57.00,1235.55.00,7079.28.00,−90282.57.00,FALSE,FALSE,1085.08.00
2718,−113.50.00,106.52.00,2000.49.00,−1756.20.00,568.15.00,mustard silt,−633.02.00,−287.49.00,5887.39.00,−89575.35.00,TRUE,FALSE,−243.51.00
2719,1385.06.00,98.32.00,1524.16.00,−406.55.00,216.46.00,surströmming,−282.30.00,−254.57.00,6395.56.00,−89218.32.00,TRUE,FALSE,−491.03.00
2720,29.25.00,−88.36.00,1199.22.00,−896.27.00,−861.12.00,surströmming,350.31.00,1329.26.00,6932.23.00,−90660.36.00,FALSE,FALSE,687.20.00
2721,553.28.00,1019.57.00,2080.03.00,−496.17.00,578.13.00,mustard silt,−239.42.00,517.50.00,5895.06.00,−89740.56.00,TRUE,FALSE,−152.59.00
2722,1307.54.00,377.47.00,2264.36.00,−1687.44.00,831.07.00,mustard silt,1064.03.00,1342.47.00,5718.02.00,−90569.55.00,TRUE,FALSE,−649.29.00
2723,68.22.00,−211.49.00,2459.16.00,−1643.46.00,−466.00.00,old-fashioned silt,−920.30.00,751.22.00,5635.25.00,−90224.44.00,TRUE,FALSE,767.02.00
2724,255.39.00,143.14.00,1795.25.00,−291.01.00,315.08.00,silt med schnapps,820.22.00,−634.43.00,5607.44.00,−90374.06.00,TRUE,FALSE,1470.14.00
2725,1370.27.00,115.19.00,2037.02.00,−1482.43.00,253.42.00,old-fashioned silt,1191.06.00,−1329.10.00,7010.24.00,−90674.04.00,TRUE,FALSE,−967.01.00
2726,1354.14.00,−1252.15.00,2345.53.00,−478.59.00,−1089.18.00,surströmming,−218.44.00,359.43.00,5758.21.00,−89698.00.00,TRUE,FALSE,42.10.00
2727,−1643.50.00,1456.44.00,2338.03.00,−333.18.00,206.36.00,mustard silt,−899.14.00,800.08.00,6708.33.00,−90501.44.00,TRUE,FALSE,−1620.40.00
2728,942.31.00,−1040.15.00,1901.07.00,−1192.07.00,−622.52.00,surströmming,−356.24.00,1486.59.00,6619.40.00,−90170.11.00,FALSE,FALSE,887.29.00
2729,348.14.00,−281.24.00,2522.17.00,−433.57.00,−619.04.00,silt med onions,04.36,−1327.52.00,6764.53.00,−90742.40.00,TRUE,FALSE,1465.48.00
2730,−301.30.00,657.30.00,1047.46.00,−1280.12.00,113.59.00,mustard silt,176.04.00,300.54.00,5657.37.00,−90364.40.00,TRUE,FALSE,−943.01.00
2731,571.45.00,990.16.00,2011.22.00,−1677.09.00,512.56.00,mustard silt,687.32.00,632.14.00,6759.42.00,−89413.30.00,TRUE,FALSE,−938.53.00
2732,1116.37.00,−1261.45.00,2251.22.00,−1258.36.00,−1443.19.00,surströmming,1345.03.00,−1099.34.00,6039.56.00,−89680.51.00,FALSE,FALSE,1439.44.00
2733,801.19.00,747.50.00,2040.31.00,−1631.59.00,1645.13.00,mustard silt,590.53.00,242.15.00,6166.49.00,−90217.13.00,TRUE,FALSE,−1105.40.00
2734,325.41.00,1531.10.00,1452.43.00,−763.38.00,37.13.00,mexicansk silt,310.03.00,−1487.01.00,6982.13.00,−90380.37.00,TRUE,FALSE,−196.23.00
2735,196.53.00,−202.10.00,2457.28.00,−1268.09.00,−444.47.00,mustard silt,−124.15.00,1206.23.00,7004.36.00,−90391.47.00,FALSE,FALSE,528.47.00
2736,−1048.31.00,1085.56.00,1781.14.00,−1509.23.00,1056.31.00,mustard silt,1286.43.00,643.10.00,5630.47.00,−89834.54.00,TRUE,FALSE,−449.53.00
2737,938.16.00,971.51.00,1343.12.00,−518.03.00,472.25.00,silt med onions,40.03.00,−220.33.00,6115.34.00,−89406.34.00,TRUE,FALSE,−1269.31.00
2738,−453.57.00,441.52.00,1193.03.00,−1659.27.00,1305.14.00,mustard silt,−814.21.00,43.53.00,6329.54.00,−89880.52.00,TRUE,FALSE,−164.38.00
2739,−721.42.00,1057.20.00,2133.00.00,−1580.37.00,993.36.00,mustard silt,361.28.00,825.46.00,6800.09.00,−89877.08.00,TRUE,FALSE,−589.52.00
2740,777.18.00,−1217.05.00,1376.52.00,−183.57.00,−1011.56.00,surströmming,−773.41.00,−340.43.00,5869.10.00,−90181.38.00,TRUE,FALSE,692.58.00
2741,719.12.00,−419.53.00,2253.23.00,−1015.22.00,−923.46.00,mustard silt,717.49.00,540.18.00,7051.02.00,−89621.51.00,FALSE,FALSE,1557.52.00
2742,938.53.00,−1238.17.00,1143.56.00,−981.26.00,−1391.41.00,surströmming,172.43.00,1027.52.00,5489.24.00,−89819.45.00,FALSE,FALSE,1160.15.00
2743,1492.32.00,−173.35.00,1143.03.00,−786.58.00,−715.02.00,silt med onions,1498.59.00,635.17.00,6188.37.00,−90308.06.00,FALSE,FALSE,526.18.00
2744,706.42.00,−373.32.00,1956.31.00,−1366.51.00,−821.45.00,silt med onions,−424.07.00,−893.06.00,5856.30.00,−90656.10.00,FALSE,FALSE,784.07.00
2745,888.43.00,−730.35.00,2630.48.00,−755.43.00,−1607.17.00,mustard silt,911.51.00,523.31.00,7087.15.00,−89376.05.00,FALSE,FALSE,228.37.00
2746,984.46.00,−963.34.00,1025.49.00,−1378.34.00,−454.10.00,curry silt,−1659.53.00,−1219.38.00,6139.38.00,−90175.54.00,TRUE,FALSE,63.40.00
2747,105.33.00,−116.48.00,1285.44.00,−428.19.00,−590.06.00,surströmming,1233.49.00,−500.44.00,6194.51.00,−89542.13.00,TRUE,FALSE,373.20.00
2748,770.46.00,947.42.00,1765.03.00,−1256.07.00,419.16.00,mustard silt,−1344.00.00,192.59.00,5996.51.00,−89330.05.00,TRUE,FALSE,−272.13.00
2749,1312.37.00,712.10.00,2650.14.00,−1331.35.00,1566.46.00,mustard silt,−80.52.00,264.58.00,5884.03.00,−90556.23.00,TRUE,FALSE,−220.59.00
2750,871.12.00,−1160.46.00,1708.51.00,−514.57.00,−888.02.00,surströmming,223.49.00,1476.02.00,6214.46.00,−90718.36.00,TRUE,FALSE,556.45.00
2751,161.50.00,1525.25.00,1825.45.00,−916.16.00,24.34.00,mustard silt,−1339.13.00,−925.29.00,6674.45.00,−89729.05.00,FALSE,FALSE,−706.18.00
2752,289.27.00,−201.19.00,2197.19.00,−1320.14.00,−776.01.00,surströmming,427.43.00,−665.41.00,6066.42.00,−89376.25.00,FALSE,FALSE,1695.37.00
2753,−1147.01.00,1394.04.00,1788.55.00,−284.45.00,68.45.00,mustard silt,325.19.00,−751.03.00,5712.53.00,−89786.12.00,TRUE,FALSE,−374.04.00
2754,1336.08.00,−749.23.00,1197.10.00,−1537.52.00,−1648.39.00,old-fashioned silt,−1363.30.00,−895.24.00,5706.44.00,−89252.57.00,TRUE,FALSE,1061.48.00
2755,−69.16.00,1308.08.00,1688.31.00,−302.21.00,1212.13.00,mustard silt,−1594.12.00,682.54.00,5473.16.00,−90656.12.00,TRUE,FALSE,−1503.47.00
2756,134.28.00,−578.06.00,2294.31.00,−306.52.00,−1271.50.00,surströmming,450.19.00,1502.08.00,6179.02.00,−90845.42.00,TRUE,FALSE,658.19.00
2757,208.53.00,982.48.00,1221.29.00,−1320.54.00,496.29.00,mustard silt,−956.55.00,1094.46.00,5943.20.00,−89413.24.00,TRUE,FALSE,−321.36.00
2758,777.21.00,773.16.00,1538.06.00,−589.12.00,35.32.00,mustard silt,−845.58.00,−398.55.00,5858.57.00,−89226.17.00,FALSE,FALSE,−56.18.00
2759,880.16.00,806.49.00,1845.41.00,−1546.44.00,109.19.00,mustard silt,−1096.41.00,475.05.00,6471.26.00,−89812.56.00,TRUE,FALSE,−586.48.00
2760,1060.05.00,−459.51.00,1595.46.00,−1605.56.00,−12.16.00,surströmming,129.36.00,−1105.16.00,6729.01.00,−90029.14.00,FALSE,FALSE,1616.20.00
2761,−13.06.00,94.48.00,1955.51.00,−1523.43.00,541.42.00,mustard silt,1608.37.00,791.58.00,5762.00.00,−89758.35.00,TRUE,FALSE,−227.09.00
2762,1642.59.00,−1223.00.00,1798.19.00,−158.27.00,−1024.56.00,surströmming,−1073.16.00,−1066.30.00,7091.21.00,−90321.28.00,TRUE,FALSE,881.02.00
2763,974.34.00,661.44.00,2512.22.00,−1267.57.00,1455.48.00,mustard silt,−47.06.00,1102.19.00,6971.35.00,−89658.34.00,TRUE,FALSE,−535.08.00
2764,21.24,−172.16.00,1960.10.00,−496.53.00,−712.07.00,surströmming,−853.20.00,−740.19.00,5504.55.00,−89510.17.00,TRUE,FALSE,1500.19.00
2765,755.03.00,1158.42.00,1998.49.00,−1735.30.00,883.28.00,mustard silt,−817.33.00,−62.48.00,6227.46.00,−90292.55.00,TRUE,FALSE,−108.15.00
2766,29.05.00,−321.54.00,2382.20.00,−1351.23.00,−1041.18.00,surströmming,−561.36.00,1635.10.00,6233.01.00,−90679.09.00,FALSE,FALSE,429.31.00
2767,280.31.00,−743.34.00,1005.33.00,−1039.39.00,−1635.51.00,mustard silt,1534.50.00,−804.42.00,6619.16.00,−90311.49.00,FALSE,FALSE,1485.56.00
2768,1254.53.00,−1399.23.00,2017.10.00,−872.23.00,−1412.58.00,surströmming,568.18.00,−363.31.00,6387.29.00,−90413.57.00,TRUE,FALSE,1573.11.00
2769,174.48.00,1503.30.00,1687.25.00,−1746.05.00,1642.01.00,mustard silt,−870.06.00,−439.35.00,7124.24.00,−89461.51.00,TRUE,FALSE,−960.06.00
2770,329.01.00,1335.52.00,1911.08.00,−1355.07.00,1273.14.00,mustard silt,403.51.00,−746.19.00,6251.41.00,−90517.47.00,TRUE,FALSE,−1466.11.00
2771,1453.53.00,497.32.00,1793.57.00,−1023.34.00,1094.34.00,mustard silt,−333.05.00,94.16.00,6058.58.00,−90624.51.00,FALSE,FALSE,−1080.54.00
2772,580.34.00,−763.21.00,2308.13.00,−1593.43.00,−346.51.00,surströmming,−1291.34.00,−122.54.00,6076.49.00,−89217.03.00,TRUE,FALSE,1316.19.00
2773,467.54.00,−23.56.00,1546.07.00,−1450.18.00,−52.38.00,silt med onions,1481.50.00,844.15.00,5642.27.00,−89770.02.00,TRUE,FALSE,298.32.00
2774,1133.28.00,−1641.17.00,1210.13.00,−1385.10.00,−279.29.00,surströmming,−238.06.00,−1030.40.00,5945.09.00,−90429.50.00,FALSE,FALSE,928.13.00
2775,34.52.00,121.44.00,2589.37.00,−1696.30.00,267.49.00,mustard silt,214.44.00,−387.52.00,6312.52.00,−89561.26.00,TRUE,FALSE,822.21.00
2776,56.30.00,−272.19.00,2170.18.00,−1106.54.00,−599.05.00,mustard silt,662.52.00,513.41.00,6175.38.00,−89837.27.00,FALSE,FALSE,28.32.00
2777,1146.33.00,391.35.00,1986.23.00,−1581.36.00,861.29.00,mustard silt,1047.28.00,1169.19.00,6631.51.00,−90313.47.00,TRUE,FALSE,−527.50.00
2778,−320.41.00,388.31.00,1186.02.00,−1549.54.00,1521.00.00,mustard silt,−409.34.00,1330.31.00,6577.24.00,−90141.32.00,TRUE,FALSE,−167.20.00
2779,1345.22.00,−1234.03.00,1186.53.00,−1348.02.00,−1049.14.00,curry silt,−21.16.00,−573.47.00,6466.18.00,−90386.04.00,FALSE,FALSE,1517.49.00
2780,371.47.00,−443.14.00,2325.29.00,−1290.19.00,−975.07.00,old-fashioned silt,1327.57.00,462.06.00,6490.25.00,−89343.18.00,FALSE,FALSE,879.50.00
2781,826.34.00,−1100.29.00,1121.33.00,−889.29.00,−755.25.00,mustard silt,−676.57.00,−685.32.00,6023.46.00,−90614.44.00,FALSE,FALSE,530.36.00
2782,1575.22.00,164.00.00,2082.07.00,−1566.54.00,360.48.00,old-fashioned silt,−29.28.00,1088.38.00,7133.22.00,−89212.57.00,TRUE,FALSE,−692.49.00
2783,−540.21.00,596.19.00,1581.52.00,−299.09.00,1645.02.00,mustard silt,174.09.00,176.53.00,6800.57.00,−89499.58.00,TRUE,FALSE,−125.44.00
2784,91.34.00,−179.01.00,1066.34.00,−1296.30.00,−393.51.00,mustard silt,−1347.23.00,537.49.00,6815.41.00,−90119.58.00,TRUE,FALSE,397.33.00
2785,384.16.00,−794.41.00,1650.10.00,−363.03.00,−82.38.00,surströmming,−156.03.00,514.36.00,6736.49.00,−89315.50.00,TRUE,FALSE,1166.13.00
2786,126.26.00,−87.06.00,1594.18.00,−342.26.00,−191.36.00,surströmming,400.57.00,−410.15.00,5936.25.00,−89855.15.00,TRUE,FALSE,1571.34.00
2787,1604.05.00,−193.49.00,1381.03.00,−431.12.00,−426.23.00,mustard silt,−1242.17.00,795.19.00,7062.42.00,−90501.39.00,FALSE,FALSE,−440.22.00
2788,753.39.00,898.23.00,1445.42.00,−238.01.00,310.46.00,mexicansk silt,218.00.00,157.32.00,6766.46.00,−90843.32.00,TRUE,FALSE,−455.04.00
2789,1508.13.00,−216.37.00,2490.05.00,−418.34.00,−476.33.00,silt med onions,−189.19.00,125.16.00,7038.26.00,−89614.49.00,TRUE,FALSE,−514.27.00
2790,848.55.00,−930.24.00,2537.12.00,−1310.01.00,−714.20.00,surströmming,304.51.00,598.50.00,6244.51.00,−90100.13.00,FALSE,FALSE,1522.22.00
2791,1400.32.00,−1511.14.00,1892.32.00,−1375.01.00,−326.31.00,surströmming,703.32.00,−191.58.00,5852.29.00,−90711.27.00,FALSE,FALSE,464.48.00
2792,212.52.00,−1465.33.00,1899.27.00,−246.02.00,−1558.32.00,surströmming,561.28.00,651.28.00,5545.47.00,−89557.05.00,TRUE,FALSE,1049.15.00
2793,362.30.00,−252.50.00,1979.41.00,−376.45.00,−556.14.00,surströmming,−1413.53.00,−582.09.00,5820.08.00,−90789.20.00,TRUE,FALSE,242.36.00
2794,1168.32.00,−624.45.00,1787.51.00,−1337.44.00,−41.54.00,surströmming,769.14.00,1036.40.00,5492.14.00,−89754.52.00,FALSE,FALSE,1304.43.00
2795,1173.28.00,−931.00.00,1196.58.00,−1095.11.00,−382.32.00,mustard silt,−536.15.00,−259.13.00,6955.15.00,−89516.31.00,FALSE,FALSE,1256.40.00
2796,−306.36.00,10.31,1890.19.00,−577.04.00,356.15.00,mustard silt,−271.00.00,−230.02.00,6081.47.00,−90115.48.00,TRUE,FALSE,−1609.48.00
2797,1616.52.00,253.08.00,1278.52.00,−515.44.00,556.54.00,surströmming,846.12.00,−934.23.00,6376.04.00,−89286.21.00,TRUE,FALSE,−684.38.00
2798,981.59.00,777.34.00,1507.21.00,−432.22.00,44.59.00,silt med onions,1057.53.00,708.55.00,6621.36.00,−89612.34.00,TRUE,FALSE,−666.45.00
2799,−233.21.00,04.06,2351.26.00,−1559.13.00,342.10.00,mustard silt,−925.58.00,−1240.07.00,6890.42.00,−89801.52.00,TRUE,FALSE,−1047.31.00
2800,706.10.00,1291.08.00,1127.36.00,−680.54.00,1174.49.00,mustard silt,351.04.00,1199.49.00,6966.11.00,−89959.59.00,FALSE,FALSE,−489.57.00
2801,484.25.00,1378.47.00,1083.28.00,−1284.24.00,1367.39.00,mustard silt,437.10.00,1413.23.00,5970.11.00,−90732.22.00,TRUE,FALSE,−1605.12.00
2802,480.26.00,−362.23.00,2643.38.00,−1105.21.00,−797.14.00,mustard silt,−274.37.00,−1131.15.00,5763.36.00,−90520.16.00,FALSE,FALSE,1473.46.00
2803,1400.22.00,−1427.48.00,2185.35.00,−1476.57.00,−1475.30.00,surströmming,−1033.54.00,632.29.00,6443.24.00,−89405.09.00,TRUE,FALSE,603.21.00
2804,779.49.00,−901.47.00,1757.28.00,−1549.20.00,−318.15.00,surströmming,−1235.38.00,532.17.00,6290.42.00,−90284.45.00,TRUE,FALSE,1009.05.00
2805,1359.56.00,467.32.00,1360.34.00,−280.14.00,1028.34.00,surströmming,−153.25.00,−595.12.00,5996.16.00,−89482.38.00,TRUE,FALSE,−165.38.00
2806,87.21.00,1231.01.00,1979.13.00,−1463.19.00,1042.34.00,mustard silt,−41.58.00,−461.39.00,6777.30.00,−90635.05.00,TRUE,FALSE,−189.35.00
2807,679.36.00,521.29.00,2149.35.00,−1381.07.00,1147.16.00,mustard silt,597.41.00,1136.40.00,5773.13.00,−90379.25.00,TRUE,FALSE,−473.59.00
2808,682.30.00,999.50.00,1206.41.00,−1234.55.00,533.59.00,mustard silt,1030.52.00,1249.16.00,6557.51.00,−89649.40.00,TRUE,FALSE,−1633.34.00
2809,1497.25.00,278.29.00,2006.31.00,−1605.35.00,612.41.00,old-fashioned silt,−233.40.00,39.10.00,6791.53.00,−90446.28.00,TRUE,FALSE,−1296.18.00
2810,1129.34.00,−1147.53.00,1493.27.00,−157.31.00,−859.42.00,silt med onions,1216.10.00,374.02.00,7066.44.00,−89978.48.00,TRUE,FALSE,875.30.00
2811,490.40.00,−668.19.00,1569.32.00,−1011.34.00,−1470.17.00,surströmming,1088.56.00,61.05.00,5995.42.00,−89786.36.00,TRUE,FALSE,1448.36.00
2812,1544.21.00,−1510.33.00,1327.10.00,−244.32.00,−1657.32.00,surströmming,−912.14.00,108.20.00,5490.06.00,−90348.22.00,TRUE,FALSE,710.25.00
2813,84.16.00,−52.45.00,2657.53.00,−1199.44.00,−116.03.00,mustard silt,790.12.00,−310.01.00,6005.54.00,−89578.30.00,FALSE,FALSE,1661.06.00
2814,−756.12.00,692.19.00,2089.17.00,−415.32.00,190.34.00,mustard silt,−1371.57.00,435.14.00,7051.22.00,−90804.21.00,TRUE,FALSE,−671.06.00
2815,1642.29.00,−197.49.00,1836.44.00,−1583.30.00,−435.13.00,silt med schnapps,−1135.20.00,−113.29.00,5782.24.00,−89962.36.00,TRUE,FALSE,−791.09.00
2816,−789.17.00,586.28.00,2639.45.00,−752.52.00,1623.21.00,mustard silt,−1223.36.00,−99.49.00,6576.52.00,−89797.11.00,FALSE,FALSE,−383.52.00
2817,300.48.00,1554.34.00,1803.15.00,−1637.18.00,88.44.00,mustard silt,−1059.36.00,17.31,5942.03.00,−89268.31.00,TRUE,FALSE,−1264.55.00
2818,703.55.00,1193.57.00,1787.43.00,−322.24.00,961.01.00,mustard silt,−615.07.00,−214.17.00,6198.18.00,−89202.25.00,TRUE,FALSE,−1105.05.00
2819,1402.29.00,−1432.59.00,2274.31.00,−1438.59.00,−154.23.00,surströmming,−1086.55.00,679.34.00,6409.03.00,−89239.51.00,FALSE,FALSE,753.50.00
